"names","avgs","df","sd","idf"
"thrillerish",90,1,1,15.381407759783
"penitentiari",90,1,1,15.381407759783
"rehabilit",76.1666666666667,6,17.0800082918718,12.7964452590618
"starisborn",69,2,27.8700576850888,14.381407759783
"hollywooddriven",88,1,1,15.381407759783
"breakout",70.7058823529412,17,14.7102366221482,11.2939449185327
"boozer",85.5,2,8.77817459305202,14.381407759783
"hairtrigg",79.3333333333333,3,5.04145188432738,13.7964452590618
"din",58.6666666666667,3,19.8767935130237,13.7964452590618
"halfindecipher",70,1,1,15.381407759783
"halfwaystrong",60,1,1,15.381407759783
"underdramatis",60,1,1,15.381407759783
"frida",75.2,5,16.5145093380358,13.0594796648956
"kahlo",78.5,4,13.0138808606267,13.381407759783
"pbs",59.3333333333333,3,26.3245598842968,13.7964452590618
"biodrama",74,2,20.7989898732233,14.381407759783
"painterfeministicon",75,1,1,15.381407759783
"artwork",63,1,1,15.381407759783
"indepth",71.3333333333333,3,15.4337567297406,13.7964452590618
"hamstrung",31.25,4,14.1497781983829,13.381407759783
"fortyseven",50,1,1,15.381407759783
"hayek",52.3076923076923,13,16.0575817856244,11.6809680416419
"rotund",56.5,2,10.1923881554251,14.381407759783
"caterpillar",50,1,1,15.381407759783
"brow",61.6,5,13.4619420637395,13.0594796648956
"bemoan",45,2,8.07106781186548,14.381407759783
"disfigur",50,1,1,15.381407759783
"proprieti",67.8,5,20.9549492607724,13.0594796648956
"unplan",75,1,1,15.381407759783
"misbehavior",66.6666666666667,3,15.4337567297406,13.7964452590618
"disapprov",75,2,1,14.381407759783
"macfadyen",75,1,1,15.381407759783
"gettogeth",81.5,2,10.1923881554251,14.381407759783
"lavend",79.3333333333333,3,19.8767935130237,13.7964452590618
"orton",75,1,1,15.381407759783
"smidgen",48.2222222222222,9,17.4071461395468,12.2114827583407
"hijink",64,5,18.8185296812055,13.0594796648956
"grossout",51.3375,80,20.7861630144766,9.05947966489564
"fourfifth",75,1,1,15.381407759783
"topsyturvi",71.6,5,19.4472220130837,13.0594796648956
"secreci",75.5,2,18.6776695296637,14.381407759783
"angeratlowtid",88,1,1,15.381407759783
"silliest",60.75,16,23.7961985134949,11.381407759783
"undemand",55.75,28,16.5792478304623,10.5740528377254
"2010",61.7142857142857,14,29.1873637030403,11.5740528377254
"felitta",65,2,8.07106781186548,14.381407759783
"watersid",60,1,1,15.381407759783
"blank",52.0444444444444,45,21.5282018381316,9.88955466345333
"mankil",88,1,1,15.381407759783
"prizzi",88,1,1,15.381407759783
"alloverth",50,1,1,15.381407759783
"uneasili",48.6,5,10.4762861923857,13.0594796648956
"chilliest",56.5,2,10.1923881554251,14.381407759783
"oftenwondr",88,1,1,15.381407759783
"morethanhalfwaydec",88,1,1,15.381407759783
"roguish",56.6,5,27.6983145535444,13.0594796648956
"knox",76.6666666666667,3,11.5987420637231,13.7964452590618
"owner",65,6,21.7364413533277,12.7964452590618
"vernon",75,1,1,15.381407759783
"hardappl",75,1,1,15.381407759783
"gradi",75,1,1,15.381407759783
"aubrey",73.875,8,17.0484756730529,12.381407759783
"highmast",100,1,1,15.381407759783
"napoleonicera",100,1,1,15.381407759783
"cannon",72.5,4,23.1735578260835,13.381407759783
"winesoak",91,1,1,15.381407759783
"maturin",91,1,1,15.381407759783
"bettani",59.125,16,19.6971477325643,11.381407759783
"napoleon",59.6,10,18.3985950901534,12.0594796648956
"obrian",88,1,1,15.381407759783
"antediluvian",62.5,2,18.6776695296637,14.381407759783
"claiborn",75,2,1,14.381407759783
"wastefre",75,1,1,15.381407759783
"kathi",58.1428571428571,14,18.4393769421923,11.5740528377254
"bate",55.0526315789474,19,20.007231618549,11.1334802463394
"deign",51.6666666666667,3,21.3059925473574,13.7964452590618
"weaken",71.1111111111111,9,15.9536320374386,12.2114827583407
"gentleman",61.75,16,20.8913716637809,11.381407759783
"secondguess",83.3333333333333,3,29.8675134594813,13.7964452590618
"forwardfor",33,1,1,15.381407759783
"sagan",77.5,2,15.8492424049175,14.381407759783
"totem",63.3333333333333,3,4.51188458428425,13.7964452590618
"gumplik",50,1,1,15.381407759783
"piffl",51.8888888888889,9,6.66666666666667,12.2114827583407
"downward",41.5,10,31.4785899353045,12.0594796648956
"redux",53.6,5,27.8290886911949,13.0594796648956
"overtheedgeandback",60,1,1,15.381407759783
"tong",55,2,8.07106781186548,14.381407759783
"fauxdocumentari",56.5,2,10.1923881554251,14.381407759783
"mockumentarystyl",25,1,1,15.381407759783
"unwork",37.5,2,18.6776695296637,14.381407759783
"forese",88,1,1,15.381407759783
"cooker",79,2,13.7279220613579,14.381407759783
"gunfir",60.5,6,17.7779617355625,12.7964452590618
"concessionstand",63,1,1,15.381407759783
"cottag",44,2,27.8700576850888,14.381407759783
"dirtier",44,2,27.8700576850888,14.381407759783
"gulp",50.5,2,18.6776695296637,14.381407759783
"bannerreadi",50,1,1,15.381407759783
"manderlay",46,3,41.2864741569674,13.7964452590618
"antislaveri",75,1,1,15.381407759783
"antidemocracythat",75,1,1,15.381407759783
"scholar",78.6,5,14.5018517248561,13.0594796648956
"nude",54,7,12.4163625263625,12.5740528377254
"proudi",63,1,1,15.381407759783
"isaach",63,1,1,15.381407759783
"bankol",63,1,1,15.381407759783
"towel",63,1,1,15.381407759783
"cogenc",54.3333333333333,3,8.50555349946513,13.7964452590618
"bertolt",63,1,1,15.381407759783
"brecht",63,1,1,15.381407759783
"inscrut",59.25,8,28.9476551533653,12.381407759783
"angrier",63,1,1,15.381407759783
"hector",41.3333333333333,18,21.63406663463,11.2114827583407
"broadsid",20,2,29.2842712474619,14.381407759783
"pulitz",71.1428571428571,7,35.5563721640866,12.5740528377254
"prizewin",83,6,16.8745078663875,12.7964452590618
"tandi",100,1,1,15.381407759783
"chauffeur",70,4,39.2970843102535,13.381407759783
"segreg",100,1,1,15.381407759783
"daisi",52.6,15,28.2627427610859,11.4745171641745
"matron",69,2,44.8406204335659,14.381407759783
"atlanta",56.6666666666667,3,41.4145188432738,13.7964452590618
"indirect",79.3333333333333,3,19.8767935130237,13.7964452590618
"invok",53,9,24.5849528301415,12.2114827583407
"pronounc",59.3636363636364,11,25.6222368085141,11.9219761411457
"hoke",81.5,2,27.1629509039023,14.381407759783
"uhri",85,2,8.07106781186548,14.381407759783
"adap",90,1,1,15.381407759783
"openedup",88,1,1,15.381407759783
"overemphas",88,1,1,15.381407759783
"minefield",81.5,2,10.1923881554251,14.381407759783
"concert",63.3684210526316,19,19.2763068428188,11.1334802463394
"characterag",63,1,1,15.381407759783
"effectsit",63,1,1,15.381407759783
"irv",70.5882352941177,17,18.0332719388019,11.2939449185327
"cider",84,2,6.65685424949238,14.381407759783
"selfinvent",88,1,1,15.381407759783
"larch",88,1,1,15.381407759783
"pare",78.1428571428571,7,21.7238073354341,12.5740528377254
"lass",66,6,14.9427400463467,12.7964452590618
"hallström",75.2,5,15.8559752288431,13.0594796648956
"wherein",71,3,7.92820323027551,13.7964452590618
"dent",55,3,19.0277563773199,13.7964452590618
"freudlov",75,1,1,15.381407759783
"shrink",59.2142857142857,14,20.9313381828276,11.5740528377254
"unrestrain",50,2,43.4264068711929,14.381407759783
"regurgit",49.1,10,14.5601540469781,12.0594796648956
"145",44,2,9.48528137423857,14.381407759783
"preordain",58.2857142857143,7,25.8442769111539,12.5740528377254
"warehous",50,3,21,13.7964452590618
"incap",45,17,23.2429764195352,11.2939449185327
"releg",69.6,5,19.1879080710235,13.0594796648956
"secondari",59.1428571428571,14,23.4871147475689,11.5740528377254
"bigot",38,1,1,15.381407759783
"simpson",60,13,21.0831604418561,11.6809680416419
"overlaid",88,1,1,15.381407759783
"simpsonian",83,1,1,15.381407759783
"400",66.4,5,26.3436382549941,13.0594796648956
"groen",80,1,1,15.381407759783
"dys",80,1,1,15.381407759783
"shag",61.5714285714286,7,25.068355039049,12.5740528377254
"carpet",60.8333333333333,6,23.2298597986282,12.7964452590618
"obses",75,1,1,15.381407759783
"undergar",75,1,1,15.381407759783
"kwikemart",75,1,1,15.381407759783
"squishe",75,1,1,15.381407759783
"sucker",44.4705882352941,17,17.7485732491563,11.2939449185327
"doh",63,1,1,15.381407759783
"houseup",88,1,1,15.381407759783
"oneand",88,1,1,15.381407759783
"plop",54.7142857142857,7,21.0558743324268,12.5740528377254
"suburbia",70.1818181818182,11,19.481440321675,11.9219761411457
"poltergiest",88,1,1,15.381407759783
"twelveyearold",80,1,1,15.381407759783
"campfir",52.5,2,39.8908729652601,14.381407759783
"knapsack",69,2,16.556349186104,14.381407759783
"scurri",66,3,13.1655250605964,13.7964452590618
"hunker",65,2,22.2132034355964,14.381407759783
"sheet",50,11,25.6981780704569,11.9219761411457
"jeebi",61,2,27.8700576850888,14.381407759783
"plug",58.2727272727273,11,22.5874542690467,11.9219761411457
"kushner",76.2,5,30.4991525301999,13.0594796648956
"quicksilv",75.1666666666667,6,14.8768392174395,12.7964452590618
"statesman",81.5,2,10.1923881554251,14.381407759783
"gettysburg",88,1,1,15.381407759783
"13th",44.9,20,22.8629703765113,11.0594796648956
"amend",73.25,4,25.5407823836161,13.381407759783
"curtiz",80,1,1,15.381407759783
"bros",55.75,8,19.2189069767802,12.381407759783
"bewhisk",80,1,1,15.381407759783
"infal",50,3,27.4575131106459,13.7964452590618
"plotless",45,11,23.6053091109146,11.9219761411457
"bowieesqu",83,1,1,15.381407759783
"curri",64.6,10,13.9717642079505,12.0594796648956
"crossdress",48,5,22.6794833886788,13.0594796648956
"furter",71.5,2,13.0208152801713,14.381407759783
"gradez",61,2,27.8700576850888,14.381407759783
"semicomprehens",67,1,1,15.381407759783
"numbersbrilli",67,1,1,15.381407759783
"conflat",49,5,35.3802268753422,13.0594796648956
"glamrock",67,1,1,15.381407759783
"showtunesand",67,1,1,15.381407759783
"transgress",55.2727272727273,11,18.7374795790772,11.9219761411457
"loretta",63,1,1,15.381407759783
"prophet",52.3333333333333,9,31.5450486986025,12.2114827583407
"yearand",90,1,1,15.381407759783
"cianfranc",78.3333333333333,3,11.4083299973307,13.7964452590618
"michell",62.6774193548387,31,23.6883040306001,10.4272114493961
"slowmot",52,9,23.5222112591104,12.2114827583407
"workout",65.2727272727273,11,21.7224077225158,11.9219761411457
"vérité",64.75,4,22.7006144306254,13.381407759783
"nowclass",69,2,44.8406204335659,14.381407759783
"insuffici",58.5384615384615,13,20.4105443192413,11.6809680416419
"bert",90,1,1,15.381407759783
"schneider",48.2105263157895,19,21.2363230832537,11.1334802463394
"southwest",69.6,5,20.1911437908218,13.0594796648956
"refurbish",90,1,1,15.381407759783
"laszlo",70,1,1,15.381407759783
"kovac",70,1,1,15.381407759783
"hippi",71.6666666666667,3,3.88675134594813,13.7964452590618
"loungelizard",100,1,1,15.381407759783
"issuesand",81,1,1,15.381407759783
"``g",75,1,1,15.381407759783
"cursori",59.5,4,15.6173412995205,13.381407759783
"therer",50,2,1,14.381407759783
"corset",61.5,2,31.4055915910215,14.381407759783
"culott",83,1,1,15.381407759783
"tricorn",83,1,1,15.381407759783
"takeaway",66,3,23.8691932520585,13.7964452590618
"mbatharaw",71.5,2,17.2634559672906,14.381407759783
"amma",71.6666666666667,3,11.4083299973307,13.7964452590618
"asant",60.75,4,17.3986788085707,13.381407759783
"rembrandt",80,1,1,15.381407759783
"disentangl",80,1,1,15.381407759783
"disadvantag",56.6666666666667,3,26.1661147842358,13.7964452590618
"wealthi",80,4,17.3299316185545,13.381407759783
"halfblack",80,1,1,15.381407759783
"dido",67.6666666666667,3,11.785793124909,13.7964452590618
"brontë",74.4,5,17.86119805945,13.0594796648956
"austenstyl",75,1,1,15.381407759783
"conniv",69,10,12.2447518622887,12.0594796648956
"suitor",75,2,1,14.381407759783
"manor",51.6,5,21.5012194759239,13.0594796648956
"snooti",53.75,4,25.9582985531199,13.381407759783
"barroom",62.5,2,18.6776695296637,14.381407759783
"assant",75,1,1,15.381407759783
"proclam",75,1,1,15.381407759783
"comedyofmann",70,1,1,15.381407759783
"stool",55.75,4,26.408331966765,13.381407759783
"austenesqu",63,1,1,15.381407759783
"reupholst",63,2,1,14.381407759783
"narrowli",68.2,5,16.0565600320923,13.0594796648956
"mansfield",64,5,29.9741263889008,13.0594796648956
"lawn",76.5,2,20.0918830920368,14.381407759783
"replet",67.75,8,19.9190002756111,12.381407759783
"ornat",57.1666666666667,6,12.6690473761429,12.7964452590618
"misan",60,1,1,15.381407759783
"sagay",60,1,1,15.381407759783
"dowri",60,1,1,15.381407759783
"hangup",57.5,4,18.0782512765993,13.381407759783
"twopart",55,4,18.3205080756888,13.381407759783
"diffrent",40,1,1,15.381407759783
"bluechip",63.3333333333333,3,33.1455025366432,13.7964452590618
"operadynasti",75,1,1,15.381407759783
"uncheck",65.1,10,22.4292116306483,12.0594796648956
"sheldonlik",70,1,1,15.381407759783
"boardroom",53.3333333333333,3,16.2752523165195,13.7964452590618
"civvi",63,1,1,15.381407759783
"biffbampow",63,1,1,15.381407759783
"highrol",63,1,1,15.381407759783
"berkman",100,1,1,15.381407759783
"entropi",91,1,1,15.381407759783
"funnysad",94,2,9.48528137423857,14.381407759783
"rebirth",60.1666666666667,6,18.9601410536406,12.7964452590618
"canniest",81.5,4,10.9498743710662,13.381407759783
"unwilling",45,2,8.07106781186548,14.381407759783
"countercultureinspir",90,1,1,15.381407759783
"inyafac",80,1,1,15.381407759783
"ancestor",49.3333333333333,3,12.0151410945722,13.7964452590618
"fastmost",60,1,1,15.381407759783
"undercov",62.3,10,27.5750509563638,12.0594796648956
"git",60,1,1,15.381407759783
"sucka",60,1,1,15.381407759783
"1988",51.8461538461538,13,19.3886113026793,11.6809680416419
"1600",58.25,4,6.67890834580027,13.381407759783
"pennsylvania",73.3333333333333,3,13.5830573921179,13.7964452590618
"avenu",58.2857142857143,7,20.5082400172704,12.5740528377254
"honki",60,1,1,15.381407759783
"supercool",63.75,4,12.0867789130417,13.381407759783
"davidson",77.8888888888889,9,21.0402373017664,12.2114827583407
"arsenio",50,1,1,15.381407759783
"pedal",61,7,17.9509095134548,12.5740528377254
"mettl",81.6666666666667,3,8.63762615825973,13.7964452590618
"fedup",76.5,2,20.0918830920368,14.381407759783
"roadtrip",53.25,4,23.5591814272297,13.381407759783
"propaganda",48.75,4,24.2289331079439,13.381407759783
"gonzopoet",75,1,1,15.381407759783
"cannib",63.6666666666667,9,20.0656759649376,12.2114827583407
"trickier",57.3333333333333,3,25.0069434400411,13.7964452590618
"shopper",75,1,1,15.381407759783
"cranial",69,2,9.48528137423857,14.381407759783
"acquisit",75,1,1,15.381407759783
"quarter",61.3157894736842,19,24.5844879142083,11.1334802463394
"metrosexu",49.3333333333333,3,23.5018517756502,13.7964452590618
"unheard",75,1,1,15.381407759783
"misnom",75,1,1,15.381407759783
"wideangl",75,1,1,15.381407759783
"overhead",75,2,1,14.381407759783
"cadav",57.5,4,23.5462487641145,13.381407759783
"laughaloud",75,2,1,14.381407759783
"retak",63,1,1,15.381407759783
"timewast",44.3333333333333,9,17.6808273176123,12.2114827583407
"dumbo",88,1,1,15.381407759783
"fastandloos",88,1,1,15.381407759783
"crimefict",75,1,1,15.381407759783
"tic",62,7,25.8997991959775,12.5740528377254
"middleman",75,1,1,15.381407759783
"lapaglia",90,1,1,15.381407759783
"lantana",75,1,1,15.381407759783
"hearttwist",75,1,1,15.381407759783
"limelight",62.5,2,18.6776695296637,14.381407759783
"howtobreakthelaw",83,1,1,15.381407759783
"zigzaggi",79,2,6.65685424949238,14.381407759783
"excon",79,2,6.65685424949238,14.381407759783
"bought",68.1428571428571,7,16.7948153036429,12.5740528377254
"detailori",75,1,1,15.381407759783
"33",57.5,2,25.7487373415292,14.381407759783
"haggiss",30,3,27.4575131106459,13.7964452590618
"rebound",63.5,4,20.3304595565306,13.381407759783
"surprisefre",65,1,1,15.381407759783
"officebut",60,1,1,15.381407759783
"platinum",60,1,1,15.381407759783
"ownership",47.5,2,18.6776695296637,14.381407759783
"bugger",44.5,4,30.8496231131986,13.381407759783
"matricul",55,1,1,15.381407759783
"elitist",75,1,1,15.381407759783
"geometr",66.5,2,5.94974746830583,14.381407759783
"serialkil",51.6,10,14.0486270031244,12.0594796648956
"dimeadozen",50,1,1,15.381407759783
"gideon",40,1,1,15.381407759783
"prot",75,1,1,15.381407759783
"tourdeforc",75,2,1,14.381407759783
"kpax",56,5,20.5448202856921,13.0594796648956
"paintbi",75,2,1,14.381407759783
"lustrous",72.2,5,11.2323017938292,13.0594796648956
"crystalrevel",67,1,1,15.381407759783
"adrift",69,4,17.2685791225499,13.381407759783
"newagey",50,1,1,15.381407759783
"agey",62.5,2,18.6776695296637,14.381407759783
"hogwash",27.5,6,24.1840462387393,12.7964452590618
"charlott",63.1,10,21.2673793734332,12.0594796648956
"mainlyalthough",90,1,1,15.381407759783
"exclusivelybecaus",90,1,1,15.381407759783
"wasikowska",78.7222222222222,18,16.1649966759972,11.2114827583407
"reanim",40,5,34.5410196624968,13.0594796648956
"sevenword",75,1,1,15.381407759783
"aloof",75,3,26,13.7964452590618
"blair",62.3571428571429,28,28.8331194745134,10.5740528377254
"hrh",100,1,1,15.381407759783
"helen",64.2068965517241,29,21.8573031237516,10.5234267646554
"mirren",67,28,19.412958399916,10.5740528377254
"backchannel",100,1,1,15.381407759783
"hbos",71.6,5,24.2873356140199,13.0594796648956
"monarch",72.6,5,19.4743064822472,13.0594796648956
"frumpi",100,1,1,15.381407759783
"gossip",68.4285714285714,7,19.8224789622864,12.5740528377254
"versus",55.875,8,25.2395043560831,12.381407759783
"monarchi",90,1,1,15.381407759783
"liveliest",76.4285714285714,7,12.5881713089561,12.5740528377254
"stopmotionanim",100,1,1,15.381407759783
"horrorgeek",100,1,1,15.381407759783
"necrophil",90,1,1,15.381407759783
"bonejangl",88,1,1,15.381407759783
"necrophiliac",88,1,1,15.381407759783
"merri",72.2857142857143,7,13.3249649859447,12.5740528377254
"waltzan",88,1,1,15.381407759783
"matrimoni",66,4,38.973675092095,13.381407759783
"goodhumor",75,7,9.44590630621328,12.5740528377254
"75",55.25,4,12.5866302262565,13.381407759783
"ami",64.3529411764706,34,21.057315378142,10.2939449185327
"hitandrun",83,1,1,15.381407759783
"fluiditi",76.6666666666667,3,3.88675134594813,13.7964452590618
"mallrat",53.5,4,19.5562208796224,13.381407759783
"boldfac",64.6,5,12.216059914248,13.0594796648956
"grimmer",74.6666666666667,6,15.4452991200136,12.7964452590618
"karel",75,1,1,15.381407759783
"reisz",75,1,1,15.381407759783
"gambler",70,7,21.7685659912603,12.5740528377254
"selfdescrib",75,1,1,15.381407759783
"toback",75,1,1,15.381407759783
"laser",67.6,5,12.1265448365609,13.0594796648956
"vivaci",70,3,6,13.7964452590618
"choirboy",75,1,1,15.381407759783
"jetpropel",62.5,2,18.6776695296637,14.381407759783
"rounder",71.5,4,17.9016764454496,13.381407759783
"topdraw",69.375,8,17.3526974620615,12.381407759783
"oughtta",81.5,2,27.1629509039023,14.381407759783
"bettor",63,1,1,15.381407759783
"ironpoor",50,1,1,15.381407759783
"heartstopp",100,1,1,15.381407759783
"juicedup",80,2,1,14.381407759783
"scottishmad",75,1,1,15.381407759783
"glasgow",77.5,2,4.53553390593274,14.381407759783
"comedynoir",75,1,1,15.381407759783
"oversea",60,5,24.9791576165636,13.0594796648956
"forbid",63,1,1,15.381407759783
"orwel",50,1,1,15.381407759783
"protocol",83.2,5,15.8054044186574,13.0594796648956
"malfunct",65.3333333333333,3,32.6280466253187,13.7964452590618
"sandstorm",83,2,12.3137084989848,14.381407759783
"15yearold",72.4444444444444,9,19.9809846366772,12.2114827583407
"4",54.551724137931,29,18.7433814761138,10.5234267646554
"widen",67.4,5,15.3631472874158,13.0594796648956
"toonag",75,1,1,15.381407759783
"133minut",75,1,1,15.381407759783
"actionheavi",70,1,1,15.381407759783
"wellheel",76.5,2,10.1923881554251,14.381407759783
"90sera",70,1,1,15.381407759783
"thetanst",60,1,1,15.381407759783
"xenu",60,1,1,15.381407759783
"obes",54.3333333333333,3,41.0790884793221,13.7964452590618
"roughcut",90,1,1,15.381407759783
"claireec",88,1,1,15.381407759783
"gabourey",74,2,20.7989898732233,14.381407759783
"sidib",76,3,15.422205101856,13.7964452590618
"oscarbound",80,1,1,15.381407759783
"moniqu",73.5,2,10.1923881554251,14.381407759783
"deglam",80,1,1,15.381407759783
"mariah",73.5,2,10.1923881554251,14.381407759783
"carey",74.5714285714286,7,15.0695551085449,12.5740528377254
"selfimprov",75,1,1,15.381407759783
"devin",78.75,4,8.5,13.381407759783
"isl",62.8333333333333,12,19.843051930635,11.7964452590618
"burgeon",70.625,8,12.2241767117746,12.381407759783
"slimmest",50,1,1,15.381407759783
"cuddlycut",50,1,1,15.381407759783
"blindsid",77.6,5,39.1942404034954,13.0594796648956
"moonbeam",88,1,1,15.381407759783
"naivet",66,6,21.5036582101829,12.7964452590618
"organicfin",88,1,1,15.381407759783
"unseal",80,1,1,15.381407759783
"tintin",75.6,5,16.9467865101405,13.0594796648956
"herg",80,1,1,15.381407759783
"motioncaptur",57.8,5,21.1295802241378,13.0594796648956
"muchpublic",50,1,1,15.381407759783
"spectacularyet",50,1,1,15.381407759783
"limbo",60.5714285714286,7,17.0505154938727,12.5740528377254
"wristcutt",67.5,2,11.6066017177982,14.381407759783
"emir",75,1,1,15.381407759783
"kusturica",75,1,1,15.381407759783
"postslash",56.5,2,10.1923881554251,14.381407759783
"snicker",51,17,23.0567450001128,11.2939449185327
"outspoken",100,2,1,14.381407759783
"manchest",87.5,2,18.6776695296637,14.381407759783
"1992",68.1111111111111,9,22.5780237999477,12.2114827583407
"anecdot",61.6,5,27.0825612239289,13.0594796648956
"smiley",75.6,5,11.807404868885,13.0594796648956
"flesheat",53.25,4,22.4223403638974,13.381407759783
"beetl",67,3,7.92820323027551,13.7964452590618
"pistol",56.5,2,10.1923881554251,14.381407759783
"wringer",86,3,16.0996688705415,13.7964452590618
"unschmaltzili",100,1,1,15.381407759783
"wellplac",81,3,7.557438524302,13.7964452590618
"babett",75,1,1,15.381407759783
"topgrad",70,1,1,15.381407759783
"gillespi",85,2,22.2132034355964,14.381407759783
"nanci",66.2222222222222,9,26.9556245242615,12.2114827583407
"fiveminut",56.25,4,38.5,13.381407759783
"bianca",71.875,8,20.2237762010634,12.381407759783
"doll",56.7272727272727,22,19.5759235319522,10.9219761411457
"larss",88,1,1,15.381407759783
"lewd",61.6923076923077,13,24.0917900828578,11.6809680416419
"shortcut",61.5,4,11.4721853816033,13.381407759783
"beatif",75,1,1,15.381407759783
"mouthagap",63,1,1,15.381407759783
"affin",67,5,22.095023109729,13.0594796648956
"silken",100,1,1,15.381407759783
"disrupt",100,1,1,15.381407759783
"inflam",75,3,26,13.7964452590618
"dialoguedriven",80,1,1,15.381407759783
"sade",37.6,5,19.2565056897534,13.0594796648956
"invictus",82,3,7.557438524302,13.7964452590618
"latin",84,2,6.65685424949238,14.381407759783
"unconqu",88,1,1,15.381407759783
"mandela",67.9444444444444,18,15.9370137271466,11.2114827583407
"francoi",81.5,2,10.1923881554251,14.381407759783
"springbok",88,1,1,15.381407759783
"winwin",60,3,18.3205080756888,13.7964452590618
"statesmanship",80,1,1,15.381407759783
"twinkl",61.8,10,12.7265131693573,12.0594796648956
"momentarili",53,6,21.2977831301844,12.7964452590618
"intun",70,1,1,15.381407759783
"intemper",70,2,15.142135623731,14.381407759783
"webber",62.5714285714286,7,16.251853907609,12.5740528377254
"scotsman",75,1,1,15.381407759783
"pomp",63,2,1,14.381407759783
"waxwork",38.5,4,16.52417469626,13.381407759783
"fingernailsonblackboard",38,1,1,15.381407759783
"audio",56.5,4,17.0104132780304,13.381407759783
"bamboounderfingernail",38,1,1,15.381407759783
"liken",60,3,37.0555127546399,13.7964452590618
"hurricaneforc",30,1,1,15.381407759783
"dogma",80,3,9.66025403784439,13.7964452590618
"thou",57.2857142857143,7,24.1352133173242,12.5740528377254
"shalt",78.6666666666667,3,15.0118997046558,13.7964452590618
"bounteous",75,2,22.2132034355964,14.381407759783
"brandnew",82.5,2,11.6066017177982,14.381407759783
"undescrib",82.5,2,11.6066017177982,14.381407759783
"papal",66.6666666666667,3,15.4337567297406,13.7964452590618
"devout",69.5714285714286,7,15.547131937913,12.5740528377254
"cardin",47.5,6,14.2476412994918,12.7964452590618
"scarecrow",61.8571428571429,7,24.3982091296789,12.5740528377254
"geograph",64.5,8,32.5820925752011,12.381407759783
"itiner",80,1,1,15.381407759783
"backroad",75,2,8.07106781186548,14.381407759783
"jail",61.2857142857143,7,11.1277553570092,12.5740528377254
"late60",70,2,1,14.381407759783
"crackup",72.5,2,4.53553390593274,14.381407759783
"schatzberg",50,1,1,15.381407759783
"garri",47,4,12.9443152447793,13.381407759783
"drifter",40,1,1,15.381407759783
"prisonerofwar",100,1,1,15.381407759783
"werner",83.6666666666667,3,19.8767935130237,13.7964452590618
"herzog",81.1428571428571,7,18.7616494300555,12.5740528377254
"dieter",88.3333333333333,3,13.5830573921179,13.7964452590618
"dengler",92.6666666666667,3,7.42910050732864,13.7964452590618
"kook",100,1,1,15.381407759783
"sinewi",81.5,2,10.1923881554251,14.381407759783
"underw",88,1,1,15.381407759783
"plump",65.25,4,21.8386659841747,13.381407759783
"manson",88,2,1,14.381407759783
"prisonbreak",61.5,4,9.34665601703261,13.381407759783
"unguess",100,1,1,15.381407759783
"hp",83,1,1,15.381407759783
"quidditch",71.5,2,13.0208152801713,14.381407759783
"bloodcurdl",69,4,7.92820323027551,13.381407759783
"passel",75,1,1,15.381407759783
"slime",70.1666666666667,12,18.6986560010195,11.7964452590618
"beasti",43,6,24.0217288664427,12.7964452590618
"unparallel",71,3,20.313207915828,13.7964452590618
"pluss",75,1,1,15.381407759783
"propos",61.9090909090909,11,15.8422002779544,11.9219761411457
"chockablock",61.5,4,23.5757982509294,13.381407759783
"stiller",58.3142857142857,35,19.2140402026624,10.252124742838
"mitti",51.9090909090909,11,21.7145096270925,11.9219761411457
"eversoslight",80.75,4,6.37742193496723,13.381407759783
"everforgiv",75,1,1,15.381407759783
"wigg",75,1,1,15.381407759783
"karaok",50.75,4,23.9981883344464,13.381407759783
"thurber",43.75,4,15.9303940559741,13.381407759783
"kristen",63.9705882352941,34,22.3761199162476,10.2939449185327
"wiig",68.0714285714286,28,20.4972525537025,10.5740528377254
"cheryl",75,5,19.0693109995927,13.0594796648956
"bafflement",46.6666666666667,3,6.77350269189626,13.7964452590618
"manicur",57,4,31.539591789457,13.381407759783
"logodriven",38,1,1,15.381407759783
"messagemak",38,1,1,15.381407759783
"dryness",70,1,1,15.381407759783
"marilyn",62.6363636363636,11,20.2368018509976,11.9219761411457
"spoonfeed",42.5,2,25.7487373415292,14.381407759783
"crusadeforjustic",40,1,1,15.381407759783
"alexi",40,1,1,15.381407759783
"spam",35,3,14.228756555323,13.7964452590618
"jelli",45.25,4,21.1886932051912,13.381407759783
"historicaltruestorydesignedtoremindanolderskewingmiddleclasswhiteaudiencethatpeoplehavetriumphedoveradvers",25,1,1,15.381407759783
"fallaci",37.5,2,18.6776695296637,14.381407759783
"ohhhhhh",83,1,1,15.381407759783
"idl",74,4,19.7438878926794,13.381407759783
"metaltwist",70,1,1,15.381407759783
"deathdefi",72.5,2,4.53553390593274,14.381407759783
"missionimplaus",70,1,1,15.381407759783
"bmovieonsteroid",70,1,1,15.381407759783
"mileag",52.8333333333333,6,15.4279820718861,12.7964452590618
"valuesnot",70,1,1,15.381407759783
"dragrac",70,1,1,15.381407759783
"tightrop",70.625,8,17.783814482156,12.381407759783
"dicey",71.75,8,19.8887721751763,12.381407759783
"ringer",64.8125,16,24.4242573699431,11.381407759783
"gelid",100,1,1,15.381407759783
"abhorr",47.6666666666667,3,25.0069434400411,13.7964452590618
"judici",65.4,5,12.216059914248,13.0594796648956
"labas",75,1,1,15.381407759783
